node_id,node_type,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
SUP_001,Supplier,-4.3161321117701103e-05,0.006278773853270432,-0.0056871160325797235,0.004366339321704396,0.008947671637776097,-0.008108865216043502,0.00017259534925239588,-0.0005860075440770273,-0.002316843387362755,-0.001953328712584039,0.001309883597481032,-0.0008013588684660045,0.0007593189642048318,0.0005083248348615932,0.031127618371731773,0.031524337261784746
SUP_002,Supplier,-0.001155784066551698,0.004941319203030513,-0.004404165491273512,0.0037932007688608045,0.0010160845344777286,-0.00014622489957815389,0.0009382569375945122,-2.4034311169177814e-05,0.007070769162020709,0.007548217820538927,0.003965527848095841,-0.0036284716996657,0.0023056571459502003,0.002235005362790935,0.017984027752075242,0.018551783643187995
SUP_003,Supplier,-0.0010637015992177505,0.002473770330493839,0.004091366392028167,-0.0037628709313988805,0.0050257886568219464,-0.005532936849169812,-0.007127447150687226,-0.007748238492692153,-0.004384608535499979,-0.005469788343335706,0.00813304073008493,-0.007588469160726648,0.0004079613879931869,-0.0008085386231720351,0.017942653109304933,0.01833539158271445
SUP_004,Supplier,0.0028676436654964657,0.007016110903318805,-0.0006889484657490892,0.0016056968050915364,0.001750716984130429,-0.0017471609546764915,0.0008601266703212189,0.00012817291135382752,0.003930331482330802,0.002431994194162643,0.0005727244414882498,-6.874293568792901e-05,0.00047334448132181904,-0.0005655422184193301,0.00712203570771319,0.007663777502125204
SUP_005,Supplier,0.0023733083041737883,0.0024032123646751244,-0.000984703143031707,0.0015242806077587839,-0.001221541869951642,0.0013697553717016153,0.003276244561395213,0.0032848201833115768,0.0027172694026261577,0.0028420607785258436,0.0017662061604192209,-0.0018850753685361265,-0.004186620624087582,-0.004101261656602693,0.012183076265584956,0.011993045068710406
SUP_006,Supplier,0.0020248570700083643,0.001423267823951422,0.00508662574487078,-0.0017113592472061299,-0.000409473077904788,0.0018363184032752415,0.00013710094053293287,0.0026766542969469996,-0.005979018782235688,0.008188381777910224,-0.0032196641202664814,0.000406610991113547,-0.0010270273998905315,-0.00019523881907824062,0.01100211627636216,0.01433499402720882
SUP_007,Supplier,-0.0037560653264010063,-0.004026952125988175,0.0034846631887856896,-0.0037417555100666246,-0.0024358458914796885,0.0028887518865420986,0.002587136036673226,0.002202075039372092,-0.0055942692401192255,-0.005581602155399117,-0.00024091627431106774,0.00043262003930469447,-0.0028854598432477506,-0.003140402517368635,0.015360016601894753,0.015106030525791925
SUP_008,Supplier,0.0036662252120522034,0.003331331590142396,0.004849818096448746,-0.004654515059364044,0.0027011831479424302,-0.002343685949412765,-0.0005755734146485553,-0.0004714809413826339,-0.004856929282361717,-0.0050150169461444065,-0.0019038733650131603,0.0020161112346414986,-0.0024034508694493837,-0.0027818158201352544,0.012999471386879236,0.012785872486675365
SUP_009,Supplier,0.001397290264075274,0.007442884823068396,-0.004021700880767455,0.0031784454523437733,0.004484774065665206,-0.0038489120531058,-0.002085903402472139,-0.002831012561733409,0.002117127044941402,0.0025676907185099465,0.0002336036781438275,0.00016865796587908118,0.003713746832558007,0.0035986107502403407,0.023636096602845942,0.024142683688075827
SUP_010,Supplier,0.0064400839290116646,0.006791547929385792,-0.0040557150372287345,0.005064762409107068,-0.0027234319437176306,0.0019574385800499835,-0.005591893259354214,-0.005525911651466089,0.007092155463371327,0.007327092655296046,0.0020812336406604904,-0.0022258718087106145,-0.0006758582553201044,-0.0006694917137599993,0.012792555684223541,0.012582333674790933
SUP_011,Supplier,-0.0009887081264288345,0.00430906279200073,0.003259665033075707,-0.003938643863089238,0.004240975091237324,-0.003344430870006746,-0.001039397374975599,-0.001580163247774473,0.0034622598972492355,0.00399877269538396,-0.003949937583339878,0.004200984214564663,0.0053854834630487295,0.005353910764019941,0.010045556479207402,0.010723028523387697
SUP_012,Supplier,0.0052163109922432685,-0.003261241922520647,-0.01124128433898469,0.01061906283097875,-0.0005548683890094878,-0.010389799050134806,0.00274360175368014,0.005208599979678684,0.0063047680860445435,-0.0026552043168609086,0.002819633678343748,0.0017054417258688078,0.000953798683530969,0.00650042092279801,0.011110698467816735,0.015313510723222611
SUP_013,Supplier,0.005206285050594246,0.007308533356388175,-0.0029498261540365917,0.006407587358188429,0.005824710081856934,-0.005553363358953418,0.004316394741857368,-0.0018121611028527483,-0.0032968056902504947,-0.0035632947402859595,0.0015580437619818947,-0.0032098088956407857,-0.001971328233371214,-0.0013706628870020822,0.021229609873619305,0.023254113782370023
SUP_014,Supplier,0.008321788960587386,0.00803040161755054,0.0020779279328687014,-0.0011157657225549903,0.0022502187702775904,-0.0021704912181853965,0.004550332028265155,0.00486398751143646,0.003510652813405491,0.0035690929195781066,0.007426654085599898,-0.007376877639959033,-0.002794454705852966,-0.002837188650921632,0.025262357842873596,0.024897686703951833
SUP_015,Supplier,0.000629955282094715,4.657002114068818e-05,-0.0007629986308898475,0.004257058894898425,0.0019041004802593632,-0.0015782602505066271,-0.0030543165628797954,-0.0009692423376200864,-0.0018979824462497632,-0.006995850286734959,-0.001806106590415862,0.003702986227575395,0.009636977939054868,0.0003689254443741431,0.0078934274728052,0.010299635221406615
SUP_016,Supplier,0.0008661869865769523,0.0001427842627768889,-0.002306367456383616,0.005852539711073448,-0.0049891540372111924,0.004869581343632014,-0.005539908081894077,-0.00397180440280914,0.00642581275918984,0.0010855168979038291,0.006534154847006918,-0.00474343402960167,9.708852981213789e-05,-0.008868119924129957,0.019406395027733003,0.02166722288957054
SUP_017,Supplier,0.001545234642381332,0.0009678281851585981,0.00044427015159745873,0.003597779134675215,-0.007468575926817076,0.008112694713187655,0.0004948913995339335,0.0017525977345102107,-0.00210464147519759,-0.007243762611878688,-0.004344341226942926,0.006354859082011726,0.00869085447375901,-0.0006143774350838604,0.01043324807416134,0.012795396301342016
SUP_018,Supplier,0.00752438724714855,-0.001975727842503395,-7.462349960036936e-05,-0.00018628261829903547,-0.007048091449262381,-0.0032128749399845764,0.00486681310533242,0.006590267197705953,0.001860778625908247,-0.007028066311804959,0.005869739751877481,-0.0011555067019553371,-0.001335211314299923,0.004105193763177086,0.0155418311201842,0.019679737302809707
SUP_019,Supplier,-0.0004690177551179938,-0.0007430449701491012,-0.003965442208962652,0.007834644737296283,-0.004624262862271877,0.004517802094246943,-0.0033165535606634283,-0.0017753928664813016,0.0020416605111903286,-0.003223210455767153,0.00110113493040788,0.0009269128372365905,0.007013749308137694,-0.002467246325874356,0.026345056838721168,0.02849059008766463
SUP_020,Supplier,-0.0006940893310402033,-0.0007910840822611344,0.0008981664177694403,-0.0007913411821521432,0.0016093448295623474,-0.0011916126250091832,0.0041841517288746435,0.004249257021305644,0.0017075116594338986,0.0014724408763572513,-0.0010798965793511904,0.0010240695772833377,-0.00788050622116615,-0.007860018102690726,0.01391859879749093,0.013687924720563242
SUP_021,Supplier,-0.0007755116426967692,-0.00221608149074555,-0.0030170575609034986,-0.00463072394561554,0.001964835986923454,0.005630198740416194,-0.00643868123668058,-0.005282328411426267,-0.000791909739902682,-0.0031492276607689496,0.003966574997445206,-0.006519145792045422,-0.0026171014744753003,0.0012855808043869875,0.007118735812621625,0.008967980822211638
SUP_022,Supplier,0.00328554252860521,0.0029417240309617073,0.005142447151582925,-0.004874106111015236,0.007266770659465953,-0.006895414507812112,-4.2673903477745244e-05,0.0007178918389907026,0.00576082113195699,0.005920593620668275,-0.004565414637638856,0.004355483927394757,0.0009122631497527798,0.000777406587413825,0.018896240468325214,0.018601942783162552
SUP_023,Supplier,0.002635878524698728,0.0019831057998066404,-0.00014261064822754395,0.0037634152525047953,-6.18245230789125e-05,0.0001741573677689739,-0.0050119328066883535,-0.003336727901619819,0.0024148474347896335,-0.0027022840847159757,0.003114552391489629,-0.0011695298219345563,0.011181451607335843,0.0019248985293056193,0.01486444236759892,0.01719001617050102
SUP_024,Supplier,-0.0031685451556349113,-0.003446675640384892,0.0029026982727833467,-0.00329236023976867,0.001978681981678357,-0.001715407415015372,-0.00019702643887888844,-0.0001427874286405491,-0.0027346037374851883,-0.0029333835276698925,-0.0048713128967876815,0.004858025281373469,-0.004993794341596323,-0.00516240415141598,0.00922057233222135,0.00905901849125191
SUP_025,Supplier,-0.003700322083440558,-0.0038196584763108502,0.0018884930142495102,-0.0022915249586813306,-0.0011813086191696045,0.0019003234635626728,0.007371207411452206,0.0071039544127921034,0.0019395919147520387,0.0015471730518255384,0.0006648470269736004,-0.0005889180491295219,-0.00527362228225208,-0.005315625378979607,0.014166166611456277,0.013936929347448382
SUP_026,Supplier,0.004258087171560442,0.009095071334372205,0.008534655361387403,-0.008310611776156452,-0.009495969654844129,0.011067549276434198,0.004804916962914107,0.0028837939063759395,0.003995268844537629,0.004653016122936694,0.0004762787228118601,-6.933164656659832e-05,-0.002289540106555336,-0.0022584322734400856,0.030484172957640148,0.03089124346449372
SUP_027,Supplier,-0.0010715922454025489,-0.0011767257855832783,0.0009077838012327949,-0.0011236302204349368,0.006239368112140446,-0.00609679891236779,-0.00022480987705888103,0.00029040802961014786,-0.002644071588379934,-0.002789581893562556,-0.004078324040330076,0.004151594640443828,-0.002179769057584051,-0.002515324091647814,0.015995211169425053,0.015741497910211566
SUP_028,Supplier,-0.00575495173602118,-0.004098812826025455,0.010094120524465924,-0.010563363241089174,-0.006843213952911813,0.004518025381094246,-0.0060814324227476835,-0.005493715741393745,0.004429711203771009,0.007078292230912168,-0.00179662463328745,0.0009428214516123753,-0.000975483715203033,-0.0008909559358835026,0.016332636034370344,0.01685682456774454
SUP_029,Supplier,-0.0002200028682144521,0.001915599238950587,0.0063830315963283885,-0.006469260732746753,-0.000469702530817666,-0.001206301610899939,-6.362176662563097e-05,0.001319671750183469,0.008184292675122782,0.010861767642950576,-0.008433000210763457,0.0073656678183051496,0.0033742323833385046,0.003355447178666543,0.02678803360234856,0.02717049322214278
SUP_030,Supplier,-0.010132051323393445,-0.008534084550199392,0.005982702119209895,-0.0031761785031958452,-0.006553565258034832,0.007437500629640753,0.004432131948682831,-0.0028479978986857752,-0.0009849403855039336,-0.0007909427645066251,-0.0021277607761298724,0.000427894781165638,-0.0015091526990704562,-0.0009531539989097526,0.03082599128620793,0.03269309295132651
STR_001,Store,-0.9425011977784311,0.9446757817045357,0.14576794486835606,0.07407320408341099,0.04967680658690138,0.014007132572533967,0.25076293711034736,-0.267841666172389,0.43040069937286096,-0.41962602210650507,0.15320871990074295,0.14224804932014393,0.3442880792347924,-0.33926764110370355,-0.7597111074365381,0.761104849254522
STR_002,Store,-0.6436044089326509,0.629810577044772,-0.054371591378211445,-0.15631483273237215,-0.5709843863671749,-0.5384504195003734,-0.27420609379434646,0.3271621678508725,-0.7412544429007198,0.7349156245208759,-0.2743046439088416,-0.22945040840547368,0.0026587446001613076,-0.018663460300244517,-0.881874545058947,0.8838530606945427
STR_003,Store,1.497817617956892,-1.3730804130691283,-1.416368648446004,-1.2853302515668261,1.1136762287434503,1.2170377815516404,-0.572179383091252,0.45244064162483005,0.3130268363011099,-0.3652014328030493,-0.42905430232658764,-0.46755159064943236,-1.0451743098789306,1.059640008658136,-1.1959982512483547,1.1963357931606267
STR_004,Store,0.03152102825082612,-0.06325096389767138,0.49143375335227185,0.48048055771764087,-0.22437243978578666,-0.23696263644430227,-0.12112804791266378,0.13971023616552863,-0.3354823123044868,0.31404155591639027,0.03875602769220694,0.04464897504447294,-0.2608053435566707,0.23814553618619305,-0.7614921192511654,0.7647187479921165
STR_005,Store,1.2616702516474336,-1.2807276846477411,0.0859279588560477,0.09476950136699584,-2.256752060519509,-2.269576179597398,0.15582383181989332,0.05926886337448054,-0.5268294082620766,0.5078443105664159,-0.31245438087574784,-0.2962588191574143,0.20484915918411326,-0.19428601144535862,-1.08027754567346,1.0832065904571875
STR_006,Store,-0.4472240379080104,0.5166564746785777,-0.6279508968793986,-0.5993851367177281,0.281063707679991,0.2344259456747756,0.5391455598654713,-0.5341175197698772,-2.0783479557131868,2.130831291004312,0.9480873167472106,1.000700716630428,0.13598190434154958,-0.20715547923268765,-1.2614840806192171,1.2592638500787448
STR_007,Store,0.17006912435942528,-0.3005694412842794,1.6385688710166382,1.7334514906763745,0.8605684072308133,0.8870952648818844,-1.2050797986934318,1.1805801073511017,-1.0102035932077555,0.9384384022445905,-1.7170401355831144,-1.7103690285388786,-0.3829662631550974,0.3328042107996678,-1.0773949715095223,1.0777816333429329
STR_008,Store,0.8174439668436925,-0.8835329968144933,0.8940595729077925,1.0275101068601669,0.9456889480918633,0.6900004832855042,2.30813035235094,-2.364238696523286,-0.4875187696182629,0.5082752478536867,0.2988574764606492,0.30838944264280493,-0.1187011169498509,0.1259089742540951,-1.072413262773095,1.0719582831607077
STR_009,Store,0.2891576869388345,-0.2084952820870959,-0.8134672949556669,-0.8465671281584946,-0.6667820356407486,-0.6247118539191112,0.14736936809671433,-0.10277460827322692,-0.6077120810102012,0.6053341607035988,-0.11905364953357056,-0.09883897649105187,0.16601399985522125,-0.20296198586536018,-0.9231403622796159,0.9244486581385575
STR_010,Store,0.07707866225509864,0.026469455193667602,-1.063432450537342,-1.0316533842307203,-0.6598764239383534,-0.6613981511740374,0.4106521782503318,-0.345436898396353,1.090152435927586,-1.0596449314472887,-0.6932530826267497,-0.688646654451271,-0.012193040470644545,0.04597201712966126,-1.1542743326829035,1.1552675493885836
STR_011,Store,0.5488308607778591,-0.5970338538611565,0.1295051648302227,0.19667923198870582,0.610460989929612,0.7024569072282897,-1.2002489499991007,1.1541157373636046,0.36085316731914074,-0.2721141461141673,0.9781916450419051,0.945180723342225,2.8422662749865153,-2.8388843675165054,-1.1863772297227406,1.182773766269739
STR_012,Store,-0.17694984769047822,0.2085209332481991,-0.44047364043261744,-0.47975573781281466,0.013055743777245029,0.04092325254874785,0.030244086052202548,-0.051023259592639585,0.5047989727962244,-0.5128907263154501,-0.006786191567875464,-0.022642449827486186,0.056311891034294785,-0.03801585793428296,-0.7568299598233965,0.7612063179113157
STR_013,Store,-0.01416159605711132,0.04337845704689163,-0.4516341953671262,-0.47246812341429933,0.021482350765697527,0.09359401778981132,-0.23111128845070344,0.21784413212528825,-0.17294791362159614,0.15021773825739632,-0.32634011248402484,-0.31960960441786873,-0.23112664732944058,0.2374711451707198,-0.708182822296979,0.7142972718253623
STR_014,Store,0.3374746917724386,-0.2921442742590928,-0.5637358729145759,-0.4746695406967488,0.34281913046812545,0.359832733996025,0.123003687595122,-0.12466073100121716,0.5331560871573708,-0.48584083814910023,-0.13879379108262777,-0.13377553720471136,0.21506700923115304,-0.19968799327155384,-0.7860040330453908,0.7942180150755337
STR_015,Store,-1.083680212483468,1.119151921745527,-0.44469058570469755,-0.5040196236712101,0.9011761837187076,0.9228675484993674,0.07255528844579773,-0.1970832102929179,0.4216314155857317,-0.43552473218413096,-0.3038166690381437,-0.33797404086908145,-0.26595959123624785,0.28118811109118763,-1.0819282586909724,1.0819777236101558
STR_016,Store,-1.32084572813647,1.34738213212115,-0.1637168682945414,-0.2799505343627649,0.21992874786269673,0.20736287513613433,0.2935455163399765,-0.3134599048379522,-0.07741235860996011,0.09351470929598772,0.12118733469242841,0.133747139891582,0.013000293860629139,-0.022964866310890886,-0.9633729863577114,0.96549901570357
STR_017,Store,0.4719919334762734,-0.5452899225941008,0.7382956030459286,0.7580852987015971,0.2310035784894477,0.19397237500003994,0.06494752540601698,-0.07006715085400685,1.0226579369863056,-1.0325676747390213,0.042614404500056616,0.028579598423555015,-0.4217049802265745,0.44947151850871175,-0.9616540654328959,0.9657842067429588
STR_018,Store,-0.39800699785722143,0.32632258807398556,1.1722589106055021,1.0833426572705602,-0.5246164766257628,-0.6351011624441707,0.9115610557432009,-0.8850533533389904,1.359092752252724,-1.371945955451364,-0.0871032992454525,-0.11139031924223888,0.39095593859800315,-0.35809098267677086,-1.0108736015523812,1.011111506345043
STR_019,Store,-0.04081104250871918,-0.028384033918383345,0.6174987839346038,0.5967886840636242,-0.34949383292417735,-0.31709843807478433,-1.1370663386540945,1.1415900908843306,0.39217157721889323,-0.4102620207639047,2.409317438941669,2.40166407513679,-1.722493468494829,1.7214051096654495,-1.001202546718437,1.004897739300931
STR_020,Store,-1.1079547426760563,1.0715943481908188,0.2869346439879032,0.14909716207813542,-0.7321935116279363,-0.6741275410934736,-0.6157627975934377,0.6565130211600653,-0.0021984716440067082,-0.04471356650176515,-0.8309040085805001,-0.832388195405109,-0.18041092326561353,0.19000824624729473,-0.8434179455970547,0.845382282158495
PRD_0001,Product,0.011158312161070261,-0.011636017851370603,0.022533898634682584,0.02478119904874954,-0.009696346733132985,-0.01603437650925095,0.06315335986169812,-0.05989439082659409,-0.118746356990582,0.1165889087901437,-0.0023956777038251593,0.0007629421675494937,-0.02606198449016685,0.023440134751839443,-0.17426288779112145,0.1731667367301765
PRD_0002,Product,0.050619158989748815,-0.046369751662564115,-0.037188163933852346,-0.03125894735984774,0.00912730742219651,0.015584572710384362,-0.08093508906782602,0.0813666335244336,-0.002126212418980778,0.0023276319616147077,-0.005733657789850721,-0.00697815422578221,0.06379139302570429,-0.06457064084606834,-0.1869377737461591,0.1853397803116534
PRD_0003,Product,-0.016673362770107204,0.015580800893369747,0.015771355607500866,0.016372904622704704,0.01017868789624106,0.009202102106804718,-0.007537631492463005,0.008653548977352111,0.012702573433918549,-0.013199286647386812,-0.03273288210632618,-0.03118918524669549,-0.048025646955093475,0.04703825223896059,-0.19223329600712694,0.19114690246143926
PRD_0004,Product,-0.12659866488736368,0.12476387163298967,0.0017607480730255972,-0.009649761947416754,-0.028173312184592077,-0.019764526968999913,-0.07744484825022797,0.07906545715020577,-0.04094047164292816,0.04340499022750358,0.0313125068110614,0.03477898135129073,0.014354630931011652,-0.018355736391147473,-0.20927186982594806,0.20796167997152845
PRD_0005,Product,0.008447445641908947,-0.007078277786773866,-0.03028098213410431,-0.030016721332160726,0.01524979214651469,0.011327735943672146,0.057977634013087566,-0.06062737523173046,-0.02908125127361013,0.02783672925930831,-0.006383867934469173,-0.006971459892500748,0.0185856535063443,-0.017763780420208167,-0.1867080295736198,0.18556055217880946
PRD_0006,Product,-0.0382794326990206,0.03784146181417336,0.0017457441265478313,-0.004416979996896653,0.02381989982575018,0.024682831585826355,-0.0021477565424700778,-0.003518754319053834,0.0372982789741256,-0.03930071563422408,0.09016217072919387,0.08868938742919444,-0.08298955967743286,0.08397080130624761,-0.16945067295286925,0.16829779403500195
PRD_0007,Product,-0.0233334769980228,0.022043440352401553,0.033514310433576854,0.03608796217810875,0.04776678399178558,0.03931656595088036,0.02014637285037729,-0.022646703626323695,-0.06451094191077893,0.0637847952836209,0.03708295956127065,0.03857795925637276,-0.07691863042823087,0.07384832157444943,-0.2614721737917869,0.2598102382877966
PRD_0008,Product,-0.020549856967026114,0.013607173460718667,0.05975541637696429,0.05900519044774546,0.03195601146186321,0.03197231087796973,-0.003894264239138196,0.0003996313184622273,0.03868514170130372,-0.03755364787516475,-0.016141371352053915,-0.016349308818152844,0.05244615085972839,-0.052776984965687536,-0.2537771060521705,0.25209898468240666
PRD_0009,Product,-0.08031052814333349,0.08377456077132114,-0.027331941485661045,-0.036224663955464656,0.018689843596107758,0.019328786132104182,0.03143849743969844,-0.03574035060419757,0.04207960883487252,-0.041840479003198684,-0.002867733629744594,-0.0022295407267731156,-0.02740366513846621,0.02725306156643616,-0.20523979036080034,0.2037687548423554
PRD_0010,Product,0.027447836794771176,-0.031225672037155133,0.04511317011349998,0.04423478164198243,-0.046546277513120224,-0.04330588707935014,-0.06248229632722696,0.06710588906103236,-0.07326381925263123,0.0740676002002831,0.05272261241959383,0.054497840867403495,0.03945653762245517,-0.04416276497148529,-0.19984501341299746,0.19791074843130715
PRD_0011,Product,-0.009913680972744832,0.009877019682695793,0.025276305067566705,0.023790902850024585,0.004799767530842887,0.004462185206499175,-0.014112151022053763,0.014230626239313518,0.021191638736432435,-0.022801725298214802,-0.02227684918953297,-0.022999530921920502,-0.006858665215817158,0.005878968114458784,-0.1728618826705299,0.17151034163304635
PRD_0012,Product,-0.09416975709584617,0.09105625730615778,0.026972134241857005,0.022260539338548612,0.02819339704826447,0.021161649516535194,0.08779978440085527,-0.09102126648312667,-0.06651081720187141,0.06722781923309254,-0.036754164896188504,-0.033794109600716285,-0.041560881259507756,0.04086429614359939,-0.18359897878691167,0.18273512736434552
PRD_0013,Product,-0.01787779710006653,0.019727058884931124,-0.017858336137187614,-0.01844608540912928,-0.07755630676434369,-0.08109564254319979,0.07286533145789027,-0.06681698413411072,0.11764247042754097,-0.11232746944606464,-0.037956352981084074,-0.0379074118160239,0.06324026724435498,-0.06103245916260342,-0.25830050813785754,0.2565219789083997
PRD_0014,Product,0.0906536208066247,-0.09127689651012674,0.04336281378214206,0.048196965734801735,0.006104205114610125,-0.0010658104304487,0.07579571327244108,-0.07597711982201358,0.08418744000016719,-0.08721970645471613,-0.021058217853480058,-0.023752415402823107,0.014352167131209438,-0.012445697611260954,-0.18585093841620262,0.18446850860585753
PRD_0015,Product,-0.024734993597035217,0.01920507769806549,0.00771967622465822,0.0033409891673364246,-0.09303594393484411,-0.08652647465811512,-0.08646387551284794,0.09211737080757651,0.06673638667199729,-0.0651144715135382,-0.004004812650243615,-0.005114233745520673,0.026731131815482513,-0.023910123982374357,-0.2293442607555305,0.22802616094948527
PRD_0016,Product,-0.02341101507255738,0.023068724649076583,0.004474610550719945,0.003338179161518255,0.03189887426597256,0.03441765966124226,-0.021642004847157024,0.01901516813507287,0.07530557867643074,-0.07595417187108308,-0.060389824447216675,-0.06213469644492597,0.0058286919226212845,-0.004405167864683161,-0.14010465202502304,0.13936891170251023
PRD_0017,Product,0.026484790380567776,-0.02924995005155182,0.02117409268593873,0.02348755442147506,-0.004866878212044442,-0.006350247922002279,-0.0047157164761673104,0.006347204253021299,0.05172719486580652,-0.04873557980000739,0.040806651232767104,0.039496120061478124,0.10022713139437305,-0.09915254139743053,-0.22788728898592434,0.22609313636319234
PRD_0018,Product,0.008770305216806575,-0.009878652450703957,0.013808055547585563,0.015434064116161302,0.07736598418887145,0.07644449112664985,-0.018282060015119724,0.010014104281241804,-0.00707704974838505,0.004249557813811195,0.04957581228488891,0.04851575852748937,-0.037079624576807434,0.0359473823512359,-0.1493315766616774,0.14823035303312937
PRD_0019,Product,0.13835743453309723,-0.13361297593017624,-0.040335586657823094,-0.03427395634110934,-0.0813081285046455,-0.0761475654174042,-0.008322392605493207,0.01814674324102091,-0.027126365237883598,0.024099340788330478,-0.10422736067470115,-0.10308288420992968,-0.038353224175070685,0.0366795991571238,-0.2782928591703576,0.27643820543656034
PRD_0020,Product,-0.0049911370274416614,0.0032610918385464105,0.021215558617231962,0.02234499535142236,0.009109119489443686,0.009522514887901075,-0.04191844643304569,0.04106032003611277,-0.02237596407247546,0.024033487883947026,0.09560818461699827,0.09483266651162628,0.024286923240728998,-0.02658151524481803,-0.23338309543446953,0.23165964320991045
PRD_0021,Product,0.014321173003558533,-0.010046470036633238,-0.059945710698506766,-0.0632829345673629,-0.04494148953325527,-0.04714636946062045,0.058378629443128445,-0.05596833653657761,0.04373497439935155,-0.04247952930495651,0.0028864729340128494,0.0024291110603939284,0.015873312436364705,-0.013451758756702278,-0.2409274505707253,0.23920298377994248
PRD_0022,Product,-0.011071880928701854,0.004843587017079455,0.061930335596853965,0.06427649599342625,0.04685795924735757,0.03494733877718725,0.07323255760833418,-0.07811031168530846,0.047575351475756755,-0.04773179907579162,0.06775916891053067,0.06577640750518984,-0.010622689245077085,0.01358261179437989,-0.19042343996612596,0.18898198678705055
PRD_0023,Product,-0.03893443645460118,0.040224104712643885,-0.013524392041376822,-0.013357218387297842,0.0354518645073266,0.03331194484040651,0.023904374870184385,-0.027383642543882175,-0.0024661017710187454,0.004687018269102743,-0.007431316864307432,-0.007557813447553826,0.07452910083322274,-0.07368528050781711,-0.17983774154103963,0.17869409792578025
PRD_0024,Product,-0.05144263558195168,0.057480045330517725,-0.06271674355111703,-0.06603830755682116,-0.008005144500404505,-0.0019196641637612547,-0.03551835244308411,0.034599573421443125,0.015852773141454873,-0.01780583740562872,-0.09871274688855147,-0.0988301457237488,-0.011035835049812863,0.00982470392101808,-0.2167028030880518,0.2154790429168711
