product_id,store_id,date,stock_level,reorder_point,stockout_risk
PRD_0016,STR_008,2025-01-01,165,47,0
PRD_0017,STR_008,2025-01-01,248,29,0
PRD_0018,STR_008,2025-01-01,157,38,0
PRD_0019,STR_008,2025-01-01,234,26,0
PRD_0020,STR_008,2025-01-01,210,42,0
PRD_0021,STR_008,2025-01-01,246,24,0
PRD_0022,STR_008,2025-01-01,237,44,0
PRD_0023,STR_008,2025-01-01,42,24,0
PRD_0024,STR_008,2025-01-01,133,46,0
PRD_0025,STR_008,2025-01-01,137,48,0
PRD_0026,STR_008,2025-01-01,8,26,1
PRD_0027,STR_008,2025-01-01,42,49,1
PRD_0028,STR_008,2025-01-01,41,26,0
PRD_0029,STR_008,2025-01-01,184,44,0
PRD_0030,STR_008,2025-01-01,249,43,0
PRD_0031,STR_008,2025-01-01,118,34,0
PRD_0032,STR_008,2025-01-01,184,48,0
PRD_0033,STR_008,2025-01-01,116,35,0
PRD_0034,STR_008,2025-01-01,168,39,0
PRD_0035,STR_008,2025-01-01,85,20,0
PRD_0036,STR_008,2025-01-01,73,38,0
PRD_0037,STR_008,2025-01-01,15,23,1
PRD_0038,STR_008,2025-01-01,37,28,0
PRD_0039,STR_008,2025-01-01,190,20,0
PRD_0040,STR_008,2025-01-01,86,25,0
PRD_0001,STR_009,2025-01-01,210,24,0
PRD_0002,STR_009,2025-01-01,194,42,0
PRD_0003,STR_009,2025-01-01,44,23,0
PRD_0004,STR_009,2025-01-01,223,28,0
PRD_0005,STR_009,2025-01-01,45,42,0
PRD_0006,STR_009,2025-01-01,210,32,0
PRD_0007,STR_009,2025-01-01,27,27,1
PRD_0008,STR_009,2025-01-01,150,20,0
PRD_0009,STR_009,2025-01-01,84,26,0
PRD_0010,STR_009,2025-01-01,156,23,0
PRD_0011,STR_009,2025-01-01,70,44,0
PRD_0012,STR_009,2025-01-01,166,38,0
PRD_0013,STR_009,2025-01-01,170,25,0
PRD_0014,STR_009,2025-01-01,169,38,0
PRD_0015,STR_009,2025-01-01,62,38,0
PRD_0016,STR_009,2025-01-01,238,36,0
PRD_0017,STR_009,2025-01-01,229,24,0
PRD_0018,STR_009,2025-01-01,202,40,0
PRD_0019,STR_009,2025-01-01,6,34,1
PRD_0020,STR_009,2025-01-01,11,43,1
PRD_0021,STR_009,2025-01-01,143,40,0
PRD_0022,STR_009,2025-01-01,179,38,0
PRD_0023,STR_009,2025-01-01,185,49,0
PRD_0024,STR_009,2025-01-01,133,43,0
PRD_0025,STR_009,2025-01-01,125,38,0
PRD_0026,STR_009,2025-01-01,186,39,0
PRD_0027,STR_009,2025-01-01,52,40,0
PRD_0028,STR_009,2025-01-01,97,42,0
PRD_0029,STR_009,2025-01-01,14,29,1
PRD_0030,STR_009,2025-01-01,211,48,0
PRD_0031,STR_009,2025-01-01,238,25,0
PRD_0032,STR_009,2025-01-01,29,37,1
PRD_0033,STR_009,2025-01-01,106,34,0
PRD_0034,STR_009,2025-01-01,92,31,0
PRD_0035,STR_009,2025-01-01,219,44,0
PRD_0036,STR_009,2025-01-01,89,46,0
PRD_0037,STR_009,2025-01-01,187,31,0
PRD_0038,STR_009,2025-01-01,41,27,0
PRD_0039,STR_009,2025-01-01,102,43,0
PRD_0040,STR_009,2025-01-01,101,24,0
PRD_0001,STR_010,2025-01-01,242,33,0
PRD_0002,STR_010,2025-01-01,156,43,0
PRD_0003,STR_010,2025-01-01,38,27,0
PRD_0004,STR_010,2025-01-01,71,23,0
PRD_0005,STR_010,2025-01-01,40,30,0
PRD_0006,STR_010,2025-01-01,229,36,0
PRD_0007,STR_010,2025-01-01,170,49,0
PRD_0008,STR_010,2025-01-01,149,47,0
PRD_0009,STR_010,2025-01-01,218,20,0
PRD_0010,STR_010,2025-01-01,171,35,0
PRD_0011,STR_010,2025-01-01,211,38,0
PRD_0012,STR_010,2025-01-01,39,45,1
PRD_0013,STR_010,2025-01-01,68,49,0
PRD_0014,STR_010,2025-01-01,120,33,0
PRD_0015,STR_010,2025-01-01,66,31,0
PRD_0016,STR_010,2025-01-01,240,44,0
PRD_0017,STR_010,2025-01-01,158,44,0
PRD_0018,STR_010,2025-01-01,71,48,0
PRD_0019,STR_010,2025-01-01,243,29,0
PRD_0020,STR_010,2025-01-01,77,21,0
PRD_0021,STR_010,2025-01-01,129,23,0
PRD_0022,STR_010,2025-01-01,56,36,0
PRD_0023,STR_010,2025-01-01,130,37,0
PRD_0024,STR_010,2025-01-01,166,32,0
PRD_0025,STR_010,2025-01-01,185,29,0
PRD_0026,STR_010,2025-01-01,210,26,0
PRD_0027,STR_010,2025-01-01,140,42,0
PRD_0028,STR_010,2025-01-01,42,21,0
PRD_0029,STR_010,2025-01-01,112,33,0
PRD_0030,STR_010,2025-01-01,196,43,0
PRD_0031,STR_010,2025-01-01,178,49,0
PRD_0032,STR_010,2025-01-01,22,31,1
PRD_0033,STR_010,2025-01-01,46,46,1
PRD_0034,STR_010,2025-01-01,198,44,0
PRD_0035,STR_010,2025-01-01,106,48,0
PRD_0036,STR_010,2025-01-01,214,25,0
PRD_0037,STR_010,2025-01-01,92,20,0
PRD_0038,STR_010,2025-01-01,123,30,0
PRD_0039,STR_010,2025-01-01,149,48,0
PRD_0040,STR_010,2025-01-01,128,32,0
PRD_0001,STR_001,2025-01-06,138,45,0
PRD_0002,STR_001,2025-01-06,80,27,0
PRD_0003,STR_001,2025-01-06,64,20,0
PRD_0004,STR_001,2025-01-06,89,27,0
PRD_0005,STR_001,2025-01-06,9,43,1
PRD_0006,STR_001,2025-01-06,210,47,0
PRD_0007,STR_001,2025-01-06,155,24,0
PRD_0008,STR_001,2025-01-06,108,28,0
PRD_0009,STR_001,2025-01-06,168,42,0
PRD_0010,STR_001,2025-01-06,96,35,0
PRD_0011,STR_001,2025-01-06,124,23,0
PRD_0012,STR_001,2025-01-06,19,34,1
PRD_0013,STR_001,2025-01-06,23,23,1
PRD_0014,STR_001,2025-01-06,204,20,0
PRD_0015,STR_001,2025-01-06,39,44,1
PRD_0016,STR_001,2025-01-06,148,30,0
PRD_0017,STR_001,2025-01-06,194,44,0
PRD_0018,STR_001,2025-01-06,209,26,0
PRD_0019,STR_001,2025-01-06,192,25,0
PRD_0020,STR_001,2025-01-06,108,33,0
PRD_0021,STR_001,2025-01-06,240,26,0
PRD_0022,STR_001,2025-01-06,42,37,0
PRD_0023,STR_001,2025-01-06,93,40,0
PRD_0024,STR_001,2025-01-06,190,23,0
PRD_0025,STR_001,2025-01-06,132,31,0
PRD_0026,STR_001,2025-01-06,225,22,0
PRD_0027,STR_001,2025-01-06,77,34,0
PRD_0028,STR_001,2025-01-06,239,45,0
PRD_0029,STR_001,2025-01-06,184,47,0
PRD_0030,STR_001,2025-01-06,135,30,0
PRD_0031,STR_001,2025-01-06,210,23,0
PRD_0032,STR_001,2025-01-06,28,36,1
PRD_0033,STR_001,2025-01-06,166,28,0
PRD_0034,STR_001,2025-01-06,18,30,1
PRD_0035,STR_001,2025-01-06,142,47,0
PRD_0036,STR_001,2025-01-06,213,28,0
PRD_0037,STR_001,2025-01-06,212,22,0
PRD_0038,STR_001,2025-01-06,60,26,0
PRD_0039,STR_001,2025-01-06,203,29,0
PRD_0040,STR_001,2025-01-06,70,33,0
PRD_0001,STR_002,2025-01-06,24,44,1
PRD_0002,STR_002,2025-01-06,57,33,0
PRD_0003,STR_002,2025-01-06,119,29,0
PRD_0004,STR_002,2025-01-06,213,24,0
PRD_0005,STR_002,2025-01-06,178,31,0
PRD_0006,STR_002,2025-01-06,61,27,0
PRD_0007,STR_002,2025-01-06,151,22,0
PRD_0008,STR_002,2025-01-06,190,41,0
PRD_0009,STR_002,2025-01-06,180,27,0
PRD_0010,STR_002,2025-01-06,68,20,0
PRD_0011,STR_002,2025-01-06,138,37,0
PRD_0012,STR_002,2025-01-06,79,25,0
PRD_0013,STR_002,2025-01-06,197,33,0
PRD_0014,STR_002,2025-01-06,26,41,1
PRD_0015,STR_002,2025-01-06,158,36,0
PRD_0016,STR_002,2025-01-06,20,35,1
PRD_0017,STR_002,2025-01-06,83,24,0
PRD_0018,STR_002,2025-01-06,80,22,0
PRD_0019,STR_002,2025-01-06,66,33,0
PRD_0020,STR_002,2025-01-06,38,37,0
PRD_0021,STR_002,2025-01-06,190,47,0
PRD_0022,STR_002,2025-01-06,113,44,0
PRD_0023,STR_002,2025-01-06,169,39,0
PRD_0024,STR_002,2025-01-06,225,33,0
PRD_0025,STR_002,2025-01-06,97,45,0
PRD_0026,STR_002,2025-01-06,237,32,0
PRD_0027,STR_002,2025-01-06,114,29,0
PRD_0028,STR_002,2025-01-06,75,20,0
PRD_0029,STR_002,2025-01-06,18,38,1
PRD_0030,STR_002,2025-01-06,122,26,0
PRD_0031,STR_002,2025-01-06,192,35,0
PRD_0032,STR_002,2025-01-06,123,25,0
PRD_0033,STR_002,2025-01-06,50,34,0
PRD_0034,STR_002,2025-01-06,68,22,0
PRD_0035,STR_002,2025-01-06,52,43,0
PRD_0036,STR_002,2025-01-06,102,46,0
PRD_0037,STR_002,2025-01-06,65,44,0
PRD_0038,STR_002,2025-01-06,5,49,1
PRD_0039,STR_002,2025-01-06,164,29,0
PRD_0040,STR_002,2025-01-06,86,35,0
PRD_0001,STR_003,2025-01-06,94,48,0
PRD_0002,STR_003,2025-01-06,170,29,0
PRD_0003,STR_003,2025-01-06,176,23,0
PRD_0004,STR_003,2025-01-06,68,30,0
PRD_0005,STR_003,2025-01-06,33,26,0
PRD_0006,STR_003,2025-01-06,9,27,1
PRD_0007,STR_003,2025-01-06,196,32,0
PRD_0008,STR_003,2025-01-06,231,25,0
PRD_0009,STR_003,2025-01-06,234,35,0
PRD_0010,STR_003,2025-01-06,182,42,0
PRD_0011,STR_003,2025-01-06,180,35,0
PRD_0012,STR_003,2025-01-06,157,28,0
PRD_0013,STR_003,2025-01-06,114,25,0
PRD_0014,STR_003,2025-01-06,160,28,0
PRD_0015,STR_003,2025-01-06,45,31,0
PRD_0016,STR_003,2025-01-06,41,39,0
PRD_0017,STR_003,2025-01-06,49,48,0
PRD_0018,STR_003,2025-01-06,220,24,0
PRD_0019,STR_003,2025-01-06,230,45,0
PRD_0020,STR_003,2025-01-06,167,27,0
PRD_0021,STR_003,2025-01-06,155,48,0
PRD_0022,STR_003,2025-01-06,175,45,0
PRD_0023,STR_003,2025-01-06,156,33,0
PRD_0024,STR_003,2025-01-06,224,38,0
PRD_0025,STR_003,2025-01-06,174,34,0
PRD_0026,STR_003,2025-01-06,240,26,0
PRD_0027,STR_003,2025-01-06,70,20,0
PRD_0028,STR_003,2025-01-06,83,26,0
PRD_0029,STR_003,2025-01-06,142,20,0
PRD_0030,STR_003,2025-01-06,22,43,1
PRD_0031,STR_003,2025-01-06,54,21,0
PRD_0032,STR_003,2025-01-06,206,38,0
PRD_0033,STR_003,2025-01-06,203,23,0
PRD_0034,STR_003,2025-01-06,143,36,0
PRD_0035,STR_003,2025-01-06,99,43,0
PRD_0036,STR_003,2025-01-06,36,33,0
PRD_0037,STR_003,2025-01-06,35,43,1
PRD_0038,STR_003,2025-01-06,9,46,1
PRD_0039,STR_003,2025-01-06,226,25,0
PRD_0040,STR_003,2025-01-06,76,47,0
PRD_0001,STR_004,2025-01-06,111,34,0
PRD_0002,STR_004,2025-01-06,249,31,0
PRD_0003,STR_004,2025-01-06,194,31,0
PRD_0004,STR_004,2025-01-06,85,39,0
PRD_0005,STR_004,2025-01-06,220,29,0
PRD_0006,STR_004,2025-01-06,98,23,0
PRD_0007,STR_004,2025-01-06,124,42,0
PRD_0008,STR_004,2025-01-06,58,35,0
PRD_0009,STR_004,2025-01-06,197,46,0
PRD_0010,STR_004,2025-01-06,201,44,0
PRD_0011,STR_004,2025-01-06,213,28,0
PRD_0012,STR_004,2025-01-06,240,34,0
PRD_0013,STR_004,2025-01-06,158,33,0
PRD_0014,STR_004,2025-01-06,61,36,0
PRD_0015,STR_004,2025-01-06,185,20,0
PRD_0016,STR_004,2025-01-06,23,21,0
PRD_0017,STR_004,2025-01-06,105,49,0
PRD_0018,STR_004,2025-01-06,137,33,0
PRD_0019,STR_004,2025-01-06,188,27,0
PRD_0020,STR_004,2025-01-06,228,45,0
PRD_0021,STR_004,2025-01-06,150,37,0
PRD_0022,STR_004,2025-01-06,153,33,0
PRD_0023,STR_004,2025-01-06,86,27,0
PRD_0024,STR_004,2025-01-06,242,41,0
PRD_0025,STR_004,2025-01-06,161,29,0
PRD_0026,STR_004,2025-01-06,44,23,0
PRD_0027,STR_004,2025-01-06,35,44,1
PRD_0028,STR_004,2025-01-06,122,29,0
PRD_0029,STR_004,2025-01-06,104,38,0
PRD_0030,STR_004,2025-01-06,211,32,0
PRD_0031,STR_004,2025-01-06,49,42,0
PRD_0032,STR_004,2025-01-06,147,29,0
PRD_0033,STR_004,2025-01-06,61,23,0
PRD_0034,STR_004,2025-01-06,141,44,0
PRD_0035,STR_004,2025-01-06,219,36,0
PRD_0036,STR_004,2025-01-06,35,20,0
PRD_0037,STR_004,2025-01-06,44,36,0
