transaction_id,product_id,quantity,unit_price,discount,item_total
TXN_000075,PRD_0070,10,476.25,0.0,4762.5
TXN_000075,PRD_0018,1,134.99,0.0,134.99
TXN_000076,PRD_0084,1,472.52,0.0,472.52
TXN_000076,PRD_0070,1,476.25,0.0,476.25
TXN_000077,PRD_0072,1,104.39,0.0,104.39
TXN_000077,PRD_0014,1,444.41,0.1,399.97
TXN_000077,PRD_0021,1,63.26,0.0,63.26
TXN_000078,PRD_0065,2,846.49,0.0,1692.98
TXN_000079,PRD_0052,1,604.08,0.0,604.08
TXN_000080,PRD_0053,1,422.1,0.0,422.1
TXN_000081,PRD_0042,1,520.83,0.0,520.83
TXN_000081,PRD_0060,2,150.0,0.05,285.0
TXN_000082,PRD_0011,1,486.11,0.0,486.11
TXN_000083,PRD_0090,1,466.1,0.0,466.1
TXN_000084,PRD_0030,1,179.85,0.0,179.85
TXN_000084,PRD_0055,1,235.66,0.0,235.66
TXN_000084,PRD_0039,1,899.94,0.1,809.95
TXN_000084,PRD_0001,1,524.05,0.0,524.05
TXN_000085,PRD_0023,2,98.21,0.05,186.6
TXN_000086,PRD_0054,2,206.81,0.0,413.62
TXN_000086,PRD_0062,1,804.71,0.0,804.71
TXN_000087,PRD_0015,1,628.17,0.0,628.17
TXN_000087,PRD_0088,1,23.16,0.0,23.16
TXN_000088,PRD_0030,1,179.85,0.05,170.86
TXN_000089,PRD_0037,1,632.48,0.0,632.48
TXN_000090,PRD_0071,1,276.94,0.0,276.94
TXN_000090,PRD_0028,2,687.46,0.0,1374.92
TXN_000091,PRD_0024,4,199.0,0.0,796.0
TXN_000092,PRD_0078,1,854.39,0.05,811.67
TXN_000092,PRD_0087,2,181.86,0.0,363.72
TXN_000093,PRD_0037,2,632.48,0.0,1264.96
TXN_000093,PRD_0045,2,178.57,0.05,339.28
TXN_000094,PRD_0083,2,655.78,0.1,1180.4
TXN_000094,PRD_0044,2,586.75,0.0,1173.5
TXN_000095,PRD_0092,1,559.06,0.05,531.11
TXN_000095,PRD_0030,1,179.85,0.0,179.85
TXN_000096,PRD_0062,2,804.71,0.0,1609.42
TXN_000096,PRD_0037,1,632.48,0.0,632.48
TXN_000096,PRD_0083,1,655.78,0.05,622.99
TXN_000096,PRD_0053,2,422.1,0.25,633.15
TXN_000097,PRD_0034,1,177.45,0.0,177.45
TXN_000098,PRD_0071,1,276.94,0.0,276.94
TXN_000098,PRD_0060,1,150.0,0.05,142.5
TXN_000099,PRD_0091,1,205.33,0.0,205.33
TXN_000099,PRD_0049,2,355.38,0.0,710.76
TXN_000100,PRD_0023,2,98.21,0.05,186.6
TXN_000100,PRD_0060,2,150.0,0.0,300.0
TXN_000101,PRD_0054,1,206.81,0.0,206.81
TXN_000101,PRD_0010,2,210.24,0.0,420.48
TXN_000102,PRD_0003,2,576.46,0.0,1152.92
TXN_000102,PRD_0034,1,177.45,0.0,177.45
TXN_000103,PRD_0033,1,529.53,0.05,503.05
TXN_000104,PRD_0023,1,98.21,0.0,98.21
TXN_000104,PRD_0061,1,538.38,0.05,511.46
TXN_000104,PRD_0027,1,286.73,0.0,286.73
TXN_000105,PRD_0030,1,179.85,0.05,170.86
TXN_000105,PRD_0033,1,529.53,0.0,529.53
TXN_000105,PRD_0083,3,655.78,0.1,1770.61
TXN_000106,PRD_0063,97,519.58,0.15,42839.37
TXN_000107,PRD_0068,1,70.0,0.0,70.0
TXN_000107,PRD_0017,2,813.74,0.25,1220.61
TXN_000108,PRD_0038,1,643.03,0.15,546.58
TXN_000109,PRD_0013,1,121.79,0.05,115.7
TXN_000109,PRD_0054,2,206.81,0.0,413.62
TXN_000110,PRD_0002,2,470.35,0.0,940.7
TXN_000110,PRD_0078,1,854.39,0.1,768.95
TXN_000110,PRD_0036,1,726.43,0.0,726.43
TXN_000111,PRD_0060,2,150.0,0.15,255.0
TXN_000112,PRD_0082,76,842.63,0.05,60837.89
TXN_000113,PRD_0038,2,643.03,0.0,1286.06
TXN_000113,PRD_0035,1,495.02,0.7,148.51
TXN_000113,PRD_0027,3,286.73,0.0,860.19
TXN_000114,PRD_0054,2,206.81,0.0,413.62
TXN_000114,PRD_0027,2,286.73,0.0,573.46
TXN_000115,PRD_0029,2,412.36,0.15,701.01
TXN_000115,PRD_0038,1,643.03,0.05,610.88
TXN_000116,PRD_0067,2,112.35,0.0,224.7
TXN_000117,PRD_0070,1,476.25,0.0,476.25
TXN_000118,PRD_0019,98,661.28,0.0,64805.44
TXN_000119,PRD_0070,2,476.25,0.05,904.88
TXN_000119,PRD_0028,3,687.46,0.15,1753.02
TXN_000120,PRD_0081,1,103.22,0.05,98.06
TXN_000121,PRD_0054,1,206.81,0.0,206.81
TXN_000121,PRD_0004,1,224.11,0.0,224.11
TXN_000122,PRD_0086,1,872.25,0.0,872.25
TXN_000122,PRD_0011,1,486.11,0.1,437.5
TXN_000123,PRD_0053,1,422.1,0.0,422.1
TXN_000123,PRD_0080,1,388.43,0.15,330.17
TXN_000124,PRD_0001,1,524.05,0.0,524.05
TXN_000125,PRD_0067,1,112.35,0.05,106.73
TXN_000126,PRD_0071,1,276.94,0.0,276.94
TXN_000127,PRD_0029,1,412.36,0.0,412.36
TXN_000127,PRD_0003,1,576.46,0.0,576.46
TXN_000127,PRD_0044,1,586.75,0.05,557.41
TXN_000128,PRD_0063,1,519.58,0.15,441.64
TXN_000128,PRD_0044,1,586.75,0.0,586.75
TXN_000129,PRD_0005,2,510.18,0.05,969.34
TXN_000129,PRD_0055,1,235.66,0.0,235.66
TXN_000130,PRD_0073,1,75.81,0.05,72.02
TXN_000131,PRD_0079,1,308.27,0.0,308.27
TXN_000131,PRD_0038,1,643.03,0.0,643.03
TXN_000132,PRD_0016,1,261.58,0.05,248.5
TXN_000132,PRD_0018,1,134.99,0.0,134.99
TXN_000133,PRD_0039,2,899.94,0.05,1709.89
TXN_000134,PRD_0081,2,103.22,0.05,196.12
TXN_000134,PRD_0025,2,561.81,0.0,1123.62
TXN_000135,PRD_0016,1,261.58,0.15,222.34
TXN_000136,PRD_0056,2,148.33,0.0,296.66
TXN_000136,PRD_0032,1,551.04,0.0,551.04
TXN_000137,PRD_0072,3,104.39,0.05,297.51
TXN_000137,PRD_0015,1,628.17,0.0,628.17
TXN_000138,PRD_0057,3,221.44,0.0,664.32
TXN_000139,PRD_0036,1,726.43,0.0,726.43
TXN_000140,PRD_0046,1,613.87,0.05,583.18
TXN_000141,PRD_0042,1,520.83,0.0,520.83
TXN_000142,PRD_0065,4,846.49,0.7,1015.79
TXN_000142,PRD_0043,2,529.62,0.0,1059.24
TXN_000143,PRD_0089,1,282.99,0.0,282.99
TXN_000144,PRD_0006,2,708.37,0.0,1416.74
TXN_000145,PRD_0062,1,804.71,0.0,804.71
TXN_000145,PRD_0007,1,206.74,0.0,206.74
TXN_000146,PRD_0016,3,261.58,0.05,745.5
TXN_000147,PRD_0010,1,210.24,0.0,210.24
TXN_000148,PRD_0001,1,524.05,0.05,497.85
TXN_000148,PRD_0034,1,177.45,0.05,168.58
TXN_000149,PRD_0002,4,470.35,0.05,1787.33
TXN_000149,PRD_0071,1,276.94,0.05,263.09
TXN_000150,PRD_0005,2,510.18,0.0,1020.36
TXN_000150,PRD_0067,1,112.35,0.05,106.73
TXN_000150,PRD_0061,1,538.38,0.05,511.46
TXN_000150,PRD_0016,1,261.58,0.0,261.58
TXN_000151,PRD_0092,1,559.06,0.15,475.2
TXN_000151,PRD_0087,1,181.86,0.0,181.86
TXN_000152,PRD_0084,4,472.52,0.0,1890.08
TXN_000152,PRD_0055,1,235.66,0.0,235.66
TXN_000153,PRD_0010,2,210.24,0.1,378.43
TXN_000154,PRD_0075,1,281.62,0.0,281.62
TXN_000154,PRD_0072,1,104.39,0.0,104.39
TXN_000155,PRD_0084,1,472.52,0.15,401.64
TXN_000155,PRD_0075,1,281.62,0.0,281.62
TXN_000156,PRD_0043,1,529.62,0.0,529.62
TXN_000157,PRD_0070,2,476.25,0.0,952.5
TXN_000158,PRD_0053,1,422.1,0.0,422.1
TXN_000158,PRD_0003,3,576.46,0.0,1729.38
TXN_000159,PRD_0060,1,150.0,0.0,150.0
TXN_000160,PRD_0014,1,444.41,0.1,399.97
TXN_000160,PRD_0067,1,112.35,0.15,95.5
TXN_000161,PRD_0088,1,23.16,0.05,22.0
TXN_000162,PRD_0060,1,150.0,0.25,112.5
TXN_000162,PRD_0055,4,235.66,0.05,895.51
TXN_000163,PRD_0012,1,684.54,0.0,684.54
TXN_000164,PRD_0057,2,221.44,0.15,376.45
TXN_000165,PRD_0028,1,687.46,0.0,687.46
TXN_000166,PRD_0039,1,899.94,0.05,854.94
TXN_000166,PRD_0001,1,524.05,0.0,524.05
TXN_000167,PRD_0045,1,178.57,0.0,178.57
TXN_000167,PRD_0030,1,179.85,0.0,179.85
TXN_000168,PRD_0024,1,199.0,0.1,179.1
TXN_000168,PRD_0026,1,106.31,0.0,106.31
TXN_000169,PRD_0053,1,422.1,0.05,401.0
TXN_000169,PRD_0039,1,899.94,0.25,674.96
TXN_000170,PRD_0065,1,846.49,0.0,846.49
TXN_000170,PRD_0019,1,661.28,0.0,661.28
TXN_000171,PRD_0088,1,23.16,0.0,23.16
TXN_000172,PRD_0070,1,476.25,0.0,476.25
TXN_000173,PRD_0072,1,104.39,0.1,93.95
TXN_000173,PRD_0060,4,150.0,0.0,600.0
TXN_000173,PRD_0020,3,375.77,0.0,1127.31
TXN_000173,PRD_0076,1,551.82,0.0,551.82
TXN_000174,PRD_0083,1,655.78,0.0,655.78
TXN_000174,PRD_0052,1,604.08,0.15,513.47
TXN_000174,PRD_0043,1,529.62,0.0,529.62
TXN_000174,PRD_0086,1,872.25,0.05,828.64
TXN_000175,PRD_0030,1,179.85,0.05,170.86
TXN_000175,PRD_0081,4,103.22,0.1,371.59
TXN_000175,PRD_0028,2,687.46,0.25,1031.19
TXN_000175,PRD_0018,2,134.99,0.0,269.98
TXN_000175,PRD_0039,1,899.94,0.05,854.94
TXN_000176,PRD_0027,4,286.73,0.0,1146.92
TXN_000177,PRD_0016,1,261.58,0.0,261.58
TXN_000177,PRD_0007,2,206.74,0.0,413.48
TXN_000177,PRD_0091,1,205.33,0.0,205.33
TXN_000177,PRD_0067,1,112.35,0.0,112.35
TXN_000177,PRD_0039,1,899.94,0.05,854.94
TXN_000178,PRD_0054,1,206.81,0.0,206.81
TXN_000179,PRD_0080,1,388.43,0.05,369.01
TXN_000180,PRD_0079,1,308.27,0.0,308.27
TXN_000181,PRD_0049,1,355.38,0.0,355.38
TXN_000181,PRD_0058,1,540.58,0.1,486.52
TXN_000181,PRD_0062,1,804.71,0.1,724.24
TXN_000181,PRD_0026,3,106.31,0.05,302.98
TXN_000182,PRD_0044,1,586.75,0.0,586.75
TXN_000182,PRD_0083,1,655.78,0.0,655.78
TXN_000182,PRD_0033,1,529.53,0.0,529.53
TXN_000183,PRD_0084,1,472.52,0.0,472.52
TXN_000183,PRD_0089,1,282.99,0.0,282.99
TXN_000184,PRD_0062,1,804.71,0.1,724.24
TXN_000184,PRD_0091,1,205.33,0.0,205.33
TXN_000184,PRD_0052,1,604.08,0.0,604.08
TXN_000185,PRD_0015,2,628.17,0.0,1256.34
TXN_000186,PRD_0013,2,121.79,0.05,231.4
TXN_000187,PRD_0042,1,520.83,0.0,520.83
TXN_000188,PRD_0042,1,520.83,0.1,468.75
TXN_000189,PRD_0017,1,813.74,0.0,813.74
TXN_000189,PRD_0019,1,661.28,0.05,628.22
TXN_000189,PRD_0063,2,519.58,0.0,1039.16
TXN_000190,PRD_0045,2,178.57,0.0,357.14
TXN_000190,PRD_0013,10,121.79,0.0,1217.9
TXN_000191,PRD_0028,3,687.46,0.1,1856.14
TXN_000191,PRD_0006,1,708.37,0.0,708.37
TXN_000192,PRD_0031,2,721.91,0.1,1299.44
TXN_000192,PRD_0041,1,209.72,0.05,199.23
TXN_000193,PRD_0087,1,181.86,0.15,154.58
TXN_000194,PRD_0070,1,476.25,0.0,476.25
TXN_000194,PRD_0034,1,177.45,0.05,168.58
TXN_000195,PRD_0026,1,106.31,0.0,106.31
TXN_000196,PRD_0055,1,235.66,0.15,200.31
TXN_000196,PRD_0033,1,529.53,0.0,529.53
TXN_000197,PRD_0006,1,708.37,0.7,212.51
TXN_000197,PRD_0044,1,586.75,0.0,586.75
TXN_000198,PRD_0009,1,28.73,0.05,27.29
TXN_000198,PRD_0050,3,442.53,0.1,1194.83
TXN_000198,PRD_0017,2,813.74,0.05,1546.11
TXN_000198,PRD_0032,1,551.04,0.0,551.04
TXN_000199,PRD_0011,1,486.11,0.05,461.8
TXN_000200,PRD_0057,1,221.44,0.0,221.44
TXN_000201,PRD_0064,1,481.03,0.1,432.93
TXN_000201,PRD_0041,1,209.72,0.0,209.72
TXN_000202,PRD_0037,1,632.48,0.0,632.48
TXN_000203,PRD_0071,1,276.94,0.0,276.94
TXN_000203,PRD_0046,1,613.87,0.0,613.87
TXN_000204,PRD_0042,2,520.83,0.0,1041.66
TXN_000204,PRD_0030,2,179.85,0.05,341.71
TXN_000205,PRD_0092,1,559.06,0.0,559.06
TXN_000206,PRD_0034,1,177.45,0.05,168.58
TXN_000207,PRD_0087,1,181.86,0.15,154.58
TXN_000207,PRD_0076,1,551.82,0.0,551.82
TXN_000208,PRD_0049,3,355.38,0.0,1066.14
TXN_000208,PRD_0045,2,178.57,0.0,357.14
TXN_000209,PRD_0021,1,63.26,0.25,47.45
TXN_000209,PRD_0020,1,375.77,0.0,375.77
TXN_000209,PRD_0008,10,578.95,0.0,5789.5
TXN_000209,PRD_0084,1,472.52,0.0,472.52
TXN_000209,PRD_0070,1,476.25,0.0,476.25
TXN_000210,PRD_0056,1,148.33,0.1,133.5
TXN_000210,PRD_0039,1,899.94,0.0,899.94
TXN_000211,PRD_0075,1,281.62,0.05,267.54
TXN_000212,PRD_0079,1,308.27,0.0,308.27
TXN_000213,PRD_0080,2,388.43,0.0,776.86
TXN_000213,PRD_0073,1,75.81,0.05,72.02
TXN_000214,PRD_0056,1,148.33,0.1,133.5
TXN_000215,PRD_0020,2,375.77,0.0,751.54
TXN_000215,PRD_0016,1,261.58,0.1,235.42
TXN_000215,PRD_0042,1,520.83,0.25,390.62
TXN_000215,PRD_0036,2,726.43,0.0,1452.86
TXN_000215,PRD_0019,1,661.28,0.0,661.28
TXN_000216,PRD_0032,2,551.04,0.0,1102.08
TXN_000216,PRD_0014,10,444.41,0.0,4444.1
TXN_000216,PRD_0039,1,899.94,0.0,899.94
TXN_000217,PRD_0001,1,524.05,0.0,524.05
TXN_000218,PRD_0014,1,444.41,0.05,422.19
TXN_000218,PRD_0092,1,559.06,0.0,559.06
TXN_000218,PRD_0030,1,179.85,0.25,134.89
TXN_000219,PRD_0021,1,63.26,0.0,63.26
TXN_000219,PRD_0091,3,205.33,0.0,615.99
TXN_000220,PRD_0056,2,148.33,0.0,296.66
TXN_000221,PRD_0080,1,388.43,0.1,349.59
TXN_000222,PRD_0021,2,63.26,0.0,126.52
TXN_000223,PRD_0019,1,661.28,0.15,562.09
TXN_000223,PRD_0023,2,98.21,0.0,196.42
TXN_000224,PRD_0024,3,199.0,0.1,537.3
TXN_000225,PRD_0051,1,64.17,0.25,48.13
TXN_000225,PRD_0065,1,846.49,0.0,846.49
TXN_000225,PRD_0045,1,178.57,0.0,178.57
TXN_000226,PRD_0063,1,519.58,0.1,467.62
TXN_000227,PRD_0055,1,235.66,0.05,223.88
TXN_000227,PRD_0083,1,655.78,0.05,622.99
TXN_000227,PRD_0072,4,104.39,0.25,313.17
TXN_000228,PRD_0041,1,209.72,0.05,199.23
TXN_000229,PRD_0052,2,604.08,0.15,1026.94
TXN_000229,PRD_0049,1,355.38,0.0,355.38
TXN_000229,PRD_0086,1,872.25,0.0,872.25
TXN_000229,PRD_0055,1,235.66,0.0,235.66
TXN_000229,PRD_0047,1,546.47,0.05,519.15
TXN_000230,PRD_0092,2,559.06,0.0,1118.12
TXN_000231,PRD_0062,2,804.71,0.25,1207.07
TXN_000232,PRD_0044,1,586.75,0.05,557.41
TXN_000232,PRD_0055,1,235.66,0.0,235.66
TXN_000233,PRD_0091,1,205.33,0.0,205.33
TXN_000233,PRD_0071,1,276.94,0.05,263.09
TXN_000234,PRD_0011,1,486.11,0.15,413.19
TXN_000234,PRD_0018,2,134.99,0.0,269.98
TXN_000234,PRD_0082,2,842.63,0.0,1685.26
TXN_000234,PRD_0023,2,98.21,0.15,166.96
TXN_000235,PRD_0025,1,561.81,0.0,561.81
TXN_000235,PRD_0037,2,632.48,0.05,1201.71
TXN_000236,PRD_0056,1,148.33,0.0,148.33
TXN_000237,PRD_0030,1,179.85,0.0,179.85
TXN_000238,PRD_0051,1,64.17,0.0,64.17
TXN_000238,PRD_0010,1,210.24,0.0,210.24
TXN_000239,PRD_0052,1,604.08,0.0,604.08
TXN_000240,PRD_0025,10,561.81,0.0,5618.1
TXN_000240,PRD_0034,1,177.45,0.0,177.45
TXN_000240,PRD_0057,3,221.44,0.0,664.32
TXN_000241,PRD_0040,2,63.65,0.0,127.3
TXN_000241,PRD_0062,1,804.71,0.0,804.71
TXN_000242,PRD_0041,3,209.72,0.0,629.16
TXN_000242,PRD_0029,1,412.36,0.0,412.36
TXN_000243,PRD_0008,2,578.95,0.05,1100.01
TXN_000243,PRD_0041,81,209.72,0.05,16137.95
TXN_000243,PRD_0066,2,391.92,0.05,744.65
TXN_000244,PRD_0069,4,274.25,0.15,932.45
TXN_000245,PRD_0034,1,177.45,0.25,133.09
TXN_000246,PRD_0058,1,540.58,0.0,540.58
TXN_000246,PRD_0067,2,112.35,0.05,213.46
TXN_000246,PRD_0005,1,510.18,0.15,433.65
TXN_000246,PRD_0018,1,134.99,0.1,121.49
TXN_000246,PRD_0041,1,209.72,0.05,199.23
TXN_000247,PRD_0046,4,613.87,0.0,2455.48
TXN_000247,PRD_0031,3,721.91,0.0,2165.73
TXN_000247,PRD_0047,1,546.47,0.0,546.47
TXN_000247,PRD_0069,1,274.25,0.0,274.25
TXN_000248,PRD_0038,1,643.03,0.0,643.03
TXN_000248,PRD_0008,1,578.95,0.15,492.11
TXN_000249,PRD_0008,1,578.95,0.0,578.95
TXN_000249,PRD_0031,1,721.91,0.0,721.91
TXN_000250,PRD_0045,1,178.57,0.0,178.57
TXN_000250,PRD_0085,3,654.34,0.0,1963.02
TXN_000251,PRD_0067,2,112.35,0.0,224.7
TXN_000251,PRD_0066,2,391.92,0.0,783.84
TXN_000252,PRD_0048,1,706.28,0.0,706.28
TXN_000252,PRD_0071,1,276.94,0.0,276.94
TXN_000253,PRD_0008,1,578.95,0.0,578.95
TXN_000253,PRD_0078,3,854.39,0.0,2563.17
TXN_000254,PRD_0075,1,281.62,0.0,281.62
TXN_000254,PRD_0045,4,178.57,0.1,642.85
TXN_000255,PRD_0091,1,205.33,0.0,205.33
TXN_000256,PRD_0065,1,846.49,0.05,804.17
TXN_000257,PRD_0022,1,524.28,0.0,524.28
TXN_000258,PRD_0001,3,524.05,0.0,1572.15
TXN_000258,PRD_0033,2,529.53,0.0,1059.06
TXN_000258,PRD_0046,1,613.87,0.0,613.87
TXN_000258,PRD_0021,3,63.26,0.05,180.29
TXN_000259,PRD_0024,1,199.0,0.0,199.0
TXN_000260,PRD_0047,1,546.47,0.0,546.47
TXN_000261,PRD_0073,3,75.81,0.05,216.06
TXN_000261,PRD_0091,1,205.33,0.0,205.33
TXN_000261,PRD_0080,1,388.43,0.1,349.59
TXN_000261,PRD_0083,2,655.78,0.0,1311.56
TXN_000262,PRD_0084,1,472.52,0.1,425.27
TXN_000262,PRD_0029,1,412.36,0.0,412.36
TXN_000263,PRD_0046,3,613.87,0.05,1749.53
TXN_000264,PRD_0092,3,559.06,0.0,1677.18
