customer_id,age,gender,location_id,signup_date,customer_segment
CUST_0069,39,M,LOC_06,2024-05-17,Regular
CUST_0070,47,M,LOC_08,2023-05-17,VIP
CUST_0071,68,M,LOC_05,2024-07-01,Budget
CUST_0072,23,M,LOC_04,2024-10-07,Budget
CUST_0073,47,M,LOC_03,2024-07-27,Budget
CUST_0074,32,F,LOC_10,2024-03-10,Occasional
CUST_0075,22,M,LOC_06,2023-08-13,Occasional
CUST_0076,29,M,LOC_10,2024-10-15,Regular
CUST_0077,54,F,LOC_04,2023-09-16,VIP
CUST_0078,67,M,LOC_05,2024-10-11,Budget
CUST_0079,30,F,LOC_04,2023-11-17,VIP
CUST_0080,26,F,LOC_08,2024-07-03,Regular
CUST_0081,47,M,LOC_05,2023-11-14,Occasional
CUST_0082,67,M,LOC_08,2024-04-03,Budget
CUST_0083,29,M,LOC_01,2023-10-23,Occasional
CUST_0084,46,M,LOC_09,2023-08-17,Regular
CUST_0085,47,F,LOC_05,2023-01-05,Regular
CUST_0086,31,F,LOC_04,2024-08-23,Budget
CUST_0087,42,F,LOC_08,2023-10-22,Occasional
CUST_0088,49,M,LOC_06,2023-01-23,Regular
CUST_0089,50,M,LOC_01,2024-05-17,Regular
CUST_0090,70,F,LOC_03,2023-02-08,VIP
CUST_0091,23,M,LOC_03,2024-07-07,VIP
CUST_0092,32,F,LOC_01,2024-04-22,Budget
CUST_0093,53,Other,LOC_09,2023-04-07,Occasional
CUST_0094,44,F,LOC_04,2024-08-20,Occasional
CUST_0095,22,F,LOC_01,2023-04-28,Occasional
CUST_0096,48,M,LOC_08,2024-11-26,Regular
CUST_0097,25,M,LOC_04,2024-11-15,Occasional
CUST_0098,48,F,LOC_04,2023-10-19,Occasional
CUST_0099,44,M,LOC_10,2024-07-03,Regular
CUST_0100,40,M,LOC_10,2023-05-21,VIP
CUST_0101,35,F,LOC_08,2024-11-13,Budget
CUST_0102,53,F,LOC_05,2023-05-07,Regular
CUST_0103,45,M,LOC_09,2023-02-20,Occasional
CUST_0104,57,F,LOC_07,2024-09-04,Budget
CUST_0105,63,M,LOC_07,2023-01-01,Budget
CUST_0106,68,F,LOC_05,2024-03-06,VIP
CUST_0107,26,M,LOC_09,2023-04-27,Occasional
CUST_0108,52,M,LOC_09,2024-08-24,Budget
CUST_0109,19,M,LOC_02,2023-12-13,Regular
CUST_0110,60,M,LOC_03,2023-07-01,Regular
CUST_0111,24,M,LOC_05,2023-06-10,Regular
CUST_0112,60,F,LOC_02,2024-04-13,Regular
CUST_0113,34,Other,LOC_01,2023-05-28,Regular
CUST_0114,45,F,LOC_08,2024-07-14,Regular
CUST_0115,49,M,LOC_07,2024-03-10,Regular
CUST_0116,36,M,LOC_01,2024-03-04,Regular
CUST_0117,33,F,LOC_02,2024-08-12,Occasional
CUST_0118,67,F,LOC_01,2023-04-24,Regular
CUST_0119,68,M,LOC_01,2023-09-21,Budget
CUST_0120,56,F,LOC_10,2024-04-02,Budget
CUST_0121,51,M,LOC_07,2023-02-24,Regular
CUST_0122,67,F,LOC_08,2023-11-09,Regular
CUST_0123,41,M,LOC_08,2023-02-23,Regular
CUST_0124,54,M,LOC_01,2024-08-26,Regular
CUST_0125,51,F,LOC_08,2023-03-19,Occasional
CUST_0126,63,F,LOC_04,2024-05-14,Occasional
CUST_0127,38,M,LOC_07,2023-01-07,Occasional
CUST_0128,50,M,LOC_03,2024-09-15,Regular
CUST_0129,53,F,LOC_02,2024-05-28,Budget
CUST_0130,22,M,LOC_10,2024-01-21,Regular
CUST_0131,29,F,LOC_05,2023-09-13,Regular
CUST_0132,51,F,LOC_03,2024-05-14,Budget
CUST_0133,61,M,LOC_10,2023-06-07,Regular
CUST_0134,63,M,LOC_01,2023-04-25,Regular
CUST_0135,26,F,LOC_09,2023-12-25,Regular
CUST_0136,39,F,LOC_04,2024-10-27,Regular
CUST_0137,62,F,LOC_05,2023-03-16,Occasional
CUST_0138,38,F,LOC_09,2023-02-03,Regular
CUST_0139,42,F,LOC_07,2024-09-20,VIP
CUST_0140,38,M,LOC_06,2023-06-17,Regular
CUST_0141,62,F,LOC_07,2024-11-15,Occasional
CUST_0142,38,M,LOC_10,2024-07-11,VIP
CUST_0143,71,F,LOC_03,2024-11-23,Occasional
CUST_0144,43,M,LOC_08,2023-01-11,Regular
CUST_0145,66,F,LOC_08,2023-08-15,Budget
CUST_0146,64,F,LOC_06,2023-03-10,Regular
CUST_0147,53,F,LOC_03,2023-09-01,VIP
CUST_0148,62,M,LOC_09,2023-06-03,Regular
CUST_0149,26,M,LOC_01,2024-10-02,Regular
CUST_0150,60,F,LOC_09,2023-02-08,VIP
CUST_0151,67,F,LOC_03,2024-04-22,VIP
CUST_0152,29,M,LOC_01,2023-01-17,Budget
CUST_0153,66,M,LOC_08,2023-12-05,Occasional
CUST_0154,38,F,LOC_05,2024-01-09,Occasional
CUST_0155,25,M,LOC_09,2023-09-25,Regular
CUST_0156,43,M,LOC_10,2023-02-16,VIP
CUST_0157,33,F,LOC_07,2023-03-27,Budget
CUST_0158,31,M,LOC_07,2023-05-17,Regular
CUST_0159,25,Other,LOC_07,2024-04-21,Regular
CUST_0160,47,M,LOC_03,2024-02-06,Regular
CUST_0161,56,M,LOC_08,2024-09-11,VIP
CUST_0162,51,F,LOC_08,2023-07-02,Regular
CUST_0163,56,M,LOC_01,2024-05-30,Occasional
CUST_0164,42,F,LOC_01,2023-01-16,Regular
CUST_0165,61,M,LOC_07,2023-06-19,Budget
CUST_0166,30,F,LOC_03,2023-02-08,VIP
CUST_0167,46,F,LOC_05,2024-11-27,Regular
CUST_0168,61,Other,LOC_10,2023-12-25,Regular
CUST_0169,18,M,LOC_03,2024-03-04,Regular
CUST_0170,47,F,LOC_02,2023-10-20,VIP
CUST_0171,18,F,LOC_09,2024-02-03,Regular
CUST_0172,41,M,LOC_10,2023-03-02,Regular
CUST_0173,23,Other,LOC_08,2023-01-11,Budget
CUST_0174,51,M,LOC_04,2024-07-24,Regular
CUST_0175,46,F,LOC_05,2023-08-31,Regular
CUST_0176,27,M,LOC_09,2023-08-06,VIP
CUST_0177,20,F,LOC_05,2023-02-23,Budget
CUST_0178,66,F,LOC_04,2024-07-26,Regular
CUST_0179,52,F,LOC_01,2023-08-04,Budget
CUST_0180,52,M,LOC_08,2023-03-30,Regular
CUST_0181,31,F,LOC_09,2023-11-19,Regular
CUST_0182,46,F,LOC_09,2023-11-28,VIP
CUST_0183,32,F,LOC_05,2024-01-30,VIP
CUST_0184,41,M,LOC_06,2023-11-24,Occasional
CUST_0185,65,F,LOC_06,2023-02-06,Regular
CUST_0186,30,F,LOC_01,2023-04-24,Regular
CUST_0187,49,F,LOC_03,2024-11-28,Regular
CUST_0188,57,F,LOC_01,2023-09-19,Regular
CUST_0189,33,F,LOC_01,2024-07-24,Budget
CUST_0190,58,M,LOC_09,2024-11-23,Occasional
CUST_0191,44,F,LOC_07,2023-05-13,Budget
CUST_0192,68,F,LOC_10,2024-01-29,Occasional
CUST_0193,70,F,LOC_02,2023-12-22,Regular
CUST_0194,30,F,LOC_07,2023-08-12,VIP
CUST_0195,44,Other,LOC_01,2023-12-26,Regular
CUST_0196,41,F,LOC_06,2024-04-11,Occasional
CUST_0197,27,M,LOC_02,2024-02-16,Occasional
CUST_0198,47,F,LOC_06,2023-07-15,Regular
CUST_0199,53,M,LOC_01,2024-06-07,VIP
CUST_0200,27,M,LOC_06,2024-04-18,VIP
CUST_0201,35,F,LOC_04,2023-08-15,Regular
CUST_0202,29,M,LOC_01,2024-10-07,Regular
CUST_0203,49,F,LOC_10,2024-06-21,Regular
CUST_0204,51,Other,LOC_01,2023-04-09,Regular
CUST_0205,56,F,LOC_04,2023-05-10,Occasional
CUST_0206,37,F,LOC_03,2024-01-17,Regular
CUST_0207,45,F,LOC_05,2023-03-25,Regular
CUST_0208,22,Other,LOC_01,2024-07-23,Budget
CUST_0209,32,F,LOC_03,2024-06-07,Regular
CUST_0210,61,M,LOC_08,2023-03-01,Regular
CUST_0211,34,M,LOC_08,2024-08-13,Regular
CUST_0212,67,F,LOC_03,2023-12-15,VIP
CUST_0213,70,F,LOC_10,2024-07-11,Regular
CUST_0214,47,M,LOC_01,2023-08-24,Regular
CUST_0215,26,M,LOC_09,2024-05-15,Regular
CUST_0216,41,M,LOC_01,2023-03-13,Regular
CUST_0217,47,M,LOC_06,2024-06-27,Occasional
CUST_0218,42,F,LOC_06,2024-02-29,VIP
CUST_0219,39,F,LOC_09,2024-02-05,VIP
CUST_0220,63,M,LOC_06,2023-03-27,Regular
CUST_0221,50,F,LOC_02,2023-01-02,Regular
CUST_0222,58,M,LOC_01,2024-08-11,VIP
CUST_0223,39,M,LOC_06,2023-03-31,Occasional
CUST_0224,67,F,LOC_10,2024-03-03,VIP
CUST_0225,28,M,LOC_06,2023-01-09,Budget
CUST_0226,56,F,LOC_09,2024-01-05,Budget
CUST_0227,25,F,LOC_04,2023-11-14,Occasional
CUST_0228,24,F,LOC_04,2024-01-25,Occasional
CUST_0229,43,F,LOC_09,2024-11-30,Occasional
CUST_0230,28,F,LOC_07,2024-06-07,Regular
CUST_0231,62,F,LOC_03,2024-07-20,Regular
CUST_0232,62,M,LOC_07,2023-11-05,Occasional
CUST_0233,68,M,LOC_06,2024-10-23,Regular
CUST_0234,58,F,LOC_10,2023-02-04,Regular
CUST_0235,71,M,LOC_01,2023-11-28,Regular
CUST_0236,38,F,LOC_08,2024-02-08,Occasional
CUST_0237,45,M,LOC_04,2023-06-01,Regular
CUST_0238,68,F,LOC_04,2023-09-07,Occasional
CUST_0239,53,F,LOC_02,2023-10-22,Regular
CUST_0240,68,M,LOC_03,2023-08-25,Regular
CUST_0241,38,F,LOC_03,2024-06-03,Regular
CUST_0242,47,M,LOC_02,2024-01-10,Regular
CUST_0243,55,F,LOC_06,2024-01-16,Regular
CUST_0244,56,M,LOC_02,2023-05-25,Regular
CUST_0245,45,M,LOC_05,2023-09-18,Regular
CUST_0246,57,F,LOC_04,2023-10-28,Regular
CUST_0247,48,M,LOC_03,2024-09-21,Regular
CUST_0248,27,M,LOC_09,2023-09-14,Regular
CUST_0249,25,F,LOC_01,2023-11-09,Regular
CUST_0250,37,M,LOC_05,2024-11-17,Occasional
CUST_0251,54,F,LOC_08,2024-07-09,Regular
CUST_0252,64,F,LOC_04,2023-11-30,VIP
CUST_0253,54,F,LOC_01,2023-04-29,Regular
CUST_0254,54,F,LOC_05,2023-06-10,Regular
CUST_0255,31,F,LOC_04,2024-11-23,Regular
CUST_0256,60,M,LOC_09,2023-11-02,Budget
CUST_0257,56,M,LOC_02,2024-03-03,Regular
CUST_0258,40,M,LOC_04,2023-12-02,Budget
CUST_0259,25,Other,LOC_01,2024-10-30,Regular
CUST_0260,22,Other,LOC_02,2023-07-12,Occasional
CUST_0261,43,M,LOC_02,2023-05-25,Occasional
CUST_0262,64,F,LOC_08,2023-12-11,Occasional
CUST_0263,50,F,LOC_05,2023-10-31,Occasional
CUST_0264,43,M,LOC_02,2024-07-28,Budget
CUST_0265,58,Other,LOC_09,2024-08-11,Regular
CUST_0266,28,F,LOC_06,2024-05-08,Budget
CUST_0267,36,F,LOC_02,2024-02-01,Occasional
CUST_0268,36,F,LOC_01,2023-12-10,Regular
CUST_0269,24,M,LOC_01,2023-03-17,Occasional
CUST_0270,32,F,LOC_09,2024-02-21,Regular
CUST_0271,66,M,LOC_06,2023-09-24,Occasional
CUST_0272,63,F,LOC_02,2023-01-03,Regular
CUST_0273,25,F,LOC_06,2024-09-20,Occasional
CUST_0274,42,M,LOC_02,2023-10-31,Regular
CUST_0275,61,M,LOC_07,2023-11-22,Occasional
CUST_0276,61,F,LOC_05,2024-02-11,Regular
CUST_0277,33,F,LOC_09,2023-02-20,VIP
CUST_0278,38,M,LOC_03,2023-11-30,Regular
CUST_0279,65,F,LOC_03,2024-10-09,Regular
CUST_0280,53,F,LOC_02,2024-08-11,Regular
CUST_0281,42,F,LOC_07,2023-12-17,Budget
CUST_0282,56,F,LOC_07,2023-11-08,Occasional
CUST_0283,59,F,LOC_04,2024-03-27,VIP
CUST_0284,71,F,LOC_08,2024-11-15,Occasional
CUST_0285,30,F,LOC_06,2023-10-04,Budget
CUST_0286,26,F,LOC_10,2024-01-13,Regular
CUST_0287,59,F,LOC_01,2023-06-03,Regular
CUST_0288,21,M,LOC_03,2024-09-03,Regular
CUST_0289,27,F,LOC_03,2024-11-06,VIP
CUST_0290,67,M,LOC_01,2024-04-27,Budget
CUST_0291,50,M,LOC_01,2024-10-23,VIP
CUST_0292,32,M,LOC_07,2023-06-09,Occasional
CUST_0293,26,M,LOC_09,2023-09-11,VIP
CUST_0294,52,F,LOC_02,2024-07-07,Regular
CUST_0295,56,F,LOC_07,2023-10-07,VIP
CUST_0296,36,F,LOC_06,2024-07-07,Budget
CUST_0297,62,M,LOC_08,2023-12-19,Regular
CUST_0298,26,M,LOC_06,2024-02-29,Occasional
CUST_0299,30,F,LOC_02,2024-05-31,VIP
CUST_0300,49,F,LOC_06,2024-07-15,Occasional
CUST_0301,61,M,LOC_03,2023-12-08,Occasional
CUST_0302,40,M,LOC_06,2023-07-28,Budget
CUST_0303,40,M,LOC_08,2024-10-23,Regular
CUST_0304,53,Other,LOC_09,2023-11-07,Regular
CUST_0305,47,M,LOC_01,2024-02-04,Occasional
CUST_0306,37,M,LOC_07,2023-12-14,Budget
CUST_0307,71,Other,LOC_08,2023-09-05,Regular
CUST_0308,47,F,LOC_06,2024-02-10,VIP
CUST_0309,56,F,LOC_05,2024-04-04,Occasional
CUST_0310,51,M,LOC_04,2024-04-25,Regular
CUST_0311,62,M,LOC_05,2024-03-24,Regular
CUST_0312,69,M,LOC_10,2023-07-15,Budget
CUST_0313,23,F,LOC_06,2023-11-12,Budget
CUST_0314,59,F,LOC_01,2023-02-11,Regular
CUST_0315,62,M,LOC_08,2024-10-31,Occasional
CUST_0316,20,F,LOC_04,2024-06-09,VIP
CUST_0317,38,M,LOC_02,2024-04-10,Budget
CUST_0318,35,F,LOC_09,2023-09-10,Budget
CUST_0319,53,F,LOC_01,2023-04-20,Budget
CUST_0320,63,M,LOC_03,2024-04-27,Regular
CUST_0321,42,F,LOC_02,2024-01-27,Regular
CUST_0322,21,M,LOC_04,2023-06-22,Regular
CUST_0323,49,M,LOC_04,2024-10-19,Regular
CUST_0324,23,M,LOC_02,2023-03-01,Regular
CUST_0325,48,M,LOC_03,2023-12-11,VIP
CUST_0326,28,F,LOC_08,2024-04-07,Budget
CUST_0327,36,M,LOC_05,2023-11-25,Occasional
CUST_0328,63,M,LOC_01,2023-09-17,Occasional
CUST_0329,57,F,LOC_07,2024-01-15,Regular
CUST_0330,69,F,LOC_06,2023-08-19,Occasional
CUST_0331,54,F,LOC_03,2024-06-02,Regular
CUST_0332,39,F,LOC_05,2024-08-20,Budget
CUST_0333,19,M,LOC_05,2023-09-03,Occasional
CUST_0334,38,F,LOC_10,2024-02-27,Occasional
CUST_0335,30,M,LOC_02,2024-05-07,Budget
CUST_0336,35,M,LOC_04,2024-04-09,VIP
CUST_0337,28,M,LOC_04,2023-07-02,VIP
CUST_0338,21,F,LOC_02,2023-08-15,Regular
CUST_0339,69,F,LOC_10,2023-01-21,Budget
CUST_0340,66,F,LOC_01,2023-04-30,Regular
CUST_0341,18,F,LOC_01,2023-01-10,Budget
CUST_0342,57,M,LOC_07,2023-07-19,Regular
CUST_0343,34,M,LOC_08,2023-06-22,Regular
CUST_0344,49,Other,LOC_07,2023-04-11,VIP
CUST_0345,25,M,LOC_01,2024-09-12,Occasional
CUST_0346,52,M,LOC_05,2023-05-28,Occasional
CUST_0347,48,M,LOC_04,2024-02-03,Budget
CUST_0348,68,M,LOC_10,2023-09-18,Regular
CUST_0349,71,F,LOC_10,2024-07-03,VIP
CUST_0350,65,Other,LOC_08,2023-12-26,Occasional
CUST_0351,19,F,LOC_03,2024-07-14,Regular
CUST_0352,21,F,LOC_09,2023-08-05,Regular
CUST_0353,67,M,LOC_04,2024-10-13,Regular
CUST_0354,19,F,LOC_05,2023-06-09,Occasional
CUST_0355,49,F,LOC_02,2024-06-06,VIP
CUST_0356,34,F,LOC_07,2024-10-26,Regular
CUST_0357,31,M,LOC_09,2024-09-17,Budget
CUST_0358,47,F,LOC_03,2024-11-16,VIP
CUST_0359,38,M,LOC_07,2023-02-08,Occasional
CUST_0360,58,F,LOC_05,2024-02-01,Regular
CUST_0361,25,F,LOC_07,2024-10-24,Occasional
CUST_0362,28,M,LOC_06,2023-08-23,Regular
CUST_0363,45,M,LOC_02,2024-06-24,Occasional
CUST_0364,69,F,LOC_03,2024-02-11,Occasional
CUST_0365,30,M,LOC_05,2023-12-19,Regular
CUST_0366,71,F,LOC_07,2023-04-18,Occasional
CUST_0367,54,M,LOC_10,2023-07-05,VIP
CUST_0368,18,F,LOC_03,2024-03-24,Regular
CUST_0369,52,M,LOC_10,2024-05-05,Regular
CUST_0370,38,F,LOC_07,2023-03-07,Regular
CUST_0371,30,F,LOC_04,2024-08-20,Occasional
CUST_0372,71,F,LOC_09,2024-02-22,Occasional
CUST_0373,37,M,LOC_03,2023-03-11,Budget
CUST_0374,54,M,LOC_04,2023-01-20,Occasional
CUST_0375,71,F,LOC_05,2024-04-13,VIP
CUST_0376,56,M,LOC_06,2023-07-07,Occasional
CUST_0377,37,M,LOC_07,2024-05-30,Regular
CUST_0378,20,M,LOC_10,2023-02-24,Occasional
CUST_0379,41,F,LOC_02,2023-06-08,VIP
CUST_0380,36,F,LOC_03,2024-02-10,Occasional
CUST_0381,29,F,LOC_06,2023-04-27,Occasional
CUST_0382,36,M,LOC_04,2023-12-16,Regular
CUST_0383,50,M,LOC_04,2023-04-23,Regular
CUST_0384,64,Other,LOC_06,2023-06-10,Regular
CUST_0385,21,F,LOC_06,2024-07-12,Occasional
CUST_0386,28,F,LOC_10,2024-02-04,Regular
CUST_0387,69,M,LOC_02,2024-09-10,VIP
CUST_0388,71,M,LOC_01,2024-07-16,Budget
CUST_0389,59,F,LOC_10,2024-08-03,Occasional
CUST_0390,54,F,LOC_05,2023-03-15,Budget
CUST_0391,53,M,LOC_04,2024-09-29,Occasional
CUST_0392,67,F,LOC_08,2023-11-09,VIP
CUST_0393,58,M,LOC_09,2024-06-26,Budget
CUST_0394,42,F,LOC_08,2024-09-09,Regular
CUST_0395,45,M,LOC_07,2023-08-08,Occasional
CUST_0396,27,M,LOC_06,2024-09-09,Occasional
CUST_0397,23,M,LOC_04,2024-11-26,VIP
CUST_0398,35,F,LOC_09,2024-06-16,Regular
CUST_0399,50,F,LOC_06,2024-09-30,Regular
CUST_0400,49,F,LOC_04,2024-04-16,Regular
CUST_0401,24,M,LOC_10,2024-05-06,Occasional
CUST_0402,31,F,LOC_10,2023-01-21,Regular
CUST_0403,20,F,LOC_05,2023-11-01,Regular
CUST_0404,42,F,LOC_09,2024-03-20,VIP
CUST_0405,67,F,LOC_10,2023-11-23,Occasional
CUST_0406,50,F,LOC_02,2023-01-28,Occasional
CUST_0407,58,F,LOC_01,2024-06-12,Occasional
CUST_0408,63,M,LOC_01,2024-05-31,Budget
CUST_0409,65,M,LOC_10,2023-04-08,Budget
CUST_0410,68,F,LOC_06,2024-08-10,VIP
CUST_0411,57,M,LOC_10,2024-09-02,VIP
CUST_0412,66,M,LOC_07,2023-10-04,Regular
CUST_0413,21,F,LOC_06,2024-10-16,Regular
CUST_0414,38,F,LOC_04,2024-08-26,Regular
CUST_0415,58,F,LOC_10,2024-03-22,Regular
CUST_0416,20,F,LOC_01,2024-07-07,Regular
CUST_0417,23,M,LOC_07,2024-08-23,Regular
CUST_0418,60,F,LOC_03,2024-05-18,Regular
CUST_0419,25,M,LOC_09,2023-06-13,Regular
CUST_0420,25,F,LOC_08,2023-07-29,Regular
CUST_0421,37,F,LOC_02,2024-01-22,Regular
CUST_0422,44,M,LOC_08,2024-04-30,VIP
CUST_0423,18,M,LOC_08,2024-09-04,Occasional
CUST_0424,65,M,LOC_04,2024-01-01,VIP
CUST_0425,49,M,LOC_07,2023-01-16,Budget
CUST_0426,62,Other,LOC_05,2024-10-31,Occasional
CUST_0427,21,Other,LOC_10,2024-07-24,Regular
CUST_0428,44,F,LOC_03,2023-12-19,VIP
CUST_0429,37,F,LOC_05,2023-08-15,Regular
CUST_0430,46,M,LOC_06,2024-03-09,VIP
CUST_0431,61,Other,LOC_02,2023-12-30,Regular
CUST_0432,38,M,LOC_06,2023-05-11,Budget
CUST_0433,47,M,LOC_05,2023-06-05,Occasional
CUST_0434,50,M,LOC_04,2024-06-29,Regular
CUST_0435,64,M,LOC_09,2023-10-06,Occasional
CUST_0436,39,F,LOC_03,2023-10-16,VIP
CUST_0437,33,M,LOC_03,2023-09-05,VIP
CUST_0438,56,M,LOC_04,2023-05-04,Budget
CUST_0439,40,M,LOC_03,2024-05-30,Budget
CUST_0440,64,M,LOC_05,2023-08-15,Occasional
CUST_0441,70,F,LOC_04,2024-04-04,Regular
CUST_0442,26,F,LOC_02,2023-04-25,Budget
CUST_0443,44,F,LOC_02,2024-07-11,Regular
CUST_0444,53,M,LOC_03,2024-10-20,Budget
CUST_0445,31,M,LOC_01,2023-10-08,Regular
CUST_0446,31,F,LOC_07,2024-10-23,Budget
CUST_0447,36,Other,LOC_03,2024-03-01,Occasional
CUST_0448,45,M,LOC_07,2023-03-04,Regular
CUST_0449,36,F,LOC_08,2024-03-12,Regular
CUST_0450,57,M,LOC_09,2023-11-16,Regular
CUST_0451,69,M,LOC_05,2023-11-30,Occasional
CUST_0452,21,M,LOC_08,2024-05-28,Occasional
CUST_0453,63,M,LOC_08,2023-05-07,Occasional
CUST_0454,33,M,LOC_01,2024-03-07,VIP
CUST_0455,52,M,LOC_02,2024-04-13,Regular
CUST_0456,22,M,LOC_05,2024-11-14,VIP
CUST_0457,26,F,LOC_04,2023-02-04,Occasional
CUST_0458,41,F,LOC_08,2023-10-28,Occasional
CUST_0459,57,M,LOC_09,2024-10-20,Budget
CUST_0460,46,M,LOC_05,2024-07-03,Regular
CUST_0461,46,F,LOC_07,2024-03-30,VIP
CUST_0462,21,M,LOC_03,2024-05-06,Budget
CUST_0463,51,M,LOC_09,2024-08-06,Occasional
CUST_0464,23,F,LOC_02,2024-07-26,Regular
CUST_0465,43,F,LOC_03,2024-01-15,Regular
CUST_0466,46,M,LOC_03,2024-02-28,Regular
CUST_0467,65,M,LOC_08,2024-11-19,Regular
CUST_0468,55,F,LOC_01,2023-07-09,Occasional
CUST_0469,37,M,LOC_10,2023-12-07,Regular
CUST_0470,59,M,LOC_09,2023-12-10,VIP
CUST_0471,58,F,LOC_05,2024-07-24,Regular
CUST_0472,58,M,LOC_03,2023-11-29,Budget
CUST_0473,62,M,LOC_03,2023-11-28,Budget
CUST_0474,70,M,LOC_01,2023-10-28,Occasional
CUST_0475,45,F,LOC_08,2023-06-02,Occasional
CUST_0476,40,F,LOC_07,2024-11-19,Occasional
CUST_0477,35,M,LOC_04,2024-11-03,Regular
CUST_0478,35,M,LOC_08,2023-03-25,Budget
CUST_0479,29,M,LOC_09,2023-04-15,Occasional
CUST_0480,68,F,LOC_10,2023-07-29,VIP
CUST_0481,26,F,LOC_03,2023-03-25,Occasional
CUST_0482,70,F,LOC_06,2024-01-22,Regular
CUST_0483,57,F,LOC_09,2023-09-25,Regular
CUST_0484,18,M,LOC_10,2023-12-23,VIP
CUST_0485,66,M,LOC_09,2023-10-06,Occasional
CUST_0486,55,F,LOC_06,2023-04-17,Regular
CUST_0487,52,M,LOC_09,2024-09-25,Regular
CUST_0488,61,F,LOC_03,2023-07-14,Budget
CUST_0489,32,F,LOC_07,2023-12-26,Budget
CUST_0490,49,M,LOC_09,2023-04-28,Occasional
CUST_0491,50,F,LOC_02,2024-03-15,Regular
CUST_0492,24,M,LOC_08,2023-07-12,Budget
CUST_0493,36,M,LOC_02,2024-02-23,Regular
